# secret s0 s1 first_cycle_of_this_triple
40 3f 7f 149537
76 d2 a4 149553
b5 93 26 149569
c9 b8 71 149585
d6 4d 9b 149601
47 c2 85 149617
c1 40 81 149633
9d 74 e9 149649
39 17 2e 149665
9c 8b 17 149681
3c 14 28 149697
da b6 6c 149713
4b 39 72 149729
28 18 30 149745
06 02 04 149761
47 3d 7a 149777
e0 5f bf 149793
81 7f fe 149809
d1 4f 9e 149825
aa 66 cc 149841
b4 6c d8 149857
dc 4b 97 149873
e6 5d bb 149889
dd 4b 96 149905
9b 76 ed 149921
78 28 50 149937
b5 6c d9 149953
2c e4 c8 149969
df 4a 95 149985
4b 39 72 150001
51 cf 9e 150017
c9 47 8e 150033
53 31 62 150049
ae 9a 34 150065
b4 93 27 150081
9d 74 e9 150097
f4 ac 58 150113
48 c7 8f 150129
76 d2 a4 150145
80 80 00 150161
2d e4 c9 150177
b8 68 d0 150193
80 80 00 150209
7e d5 ab 150225
de b5 6b 150241
a7 62 c5 150257
2a 19 33 150273
ee a5 4b 150289
53 ce 9d 150305
1c 0b 17 150321
c2 41 83 150337
86 7d fb 150353
3d eb d6 150369
3e ea d4 150385
70 d0 a0 150401
c1 bf 7e 150417
3e ea d4 150433
d7 b2 65 150449
c2 41 83 150465
1d f4 e9 150481
c3 be 7d 150497
ef 5a b5 150513
e9 a7 4e 150529
15 f3 e6 150545
74 2c 58 150561
ad 9b 36 150577
95 8c 19 150593
c6 42 84 150609
fc 54 a8 150625
9b 76 ed 150641
36 12 24 150657
f4 ac 58 150673
f2 ae 5c 150689
d5 4c 99 150705
a5 9c 39 150721
65 dc b9 150737
03 01 02 150753
8f 85 0a 150769
ab 99 32 150785
2b e6 cd 150801
7f 2a 55 150817
d5 b3 66 150833
b4 6c d8 150849
ea a6 4c 150865
bc 94 28 150881
96 8d 1b 150897
5d cb 96 150913
90 8f 1f 150929
d8 b7 6f 150945
a2 61 c3 150961
a3 61 c2 150977
97 8d 1a 150993
54 33 67 151009
c2 41 83 151025
2b e6 cd 151041
ba 69 d3 151057
9b 76 ed 151073
0b 06 0d 151089
f5 ac 59 151105
05 03 06 151121
6c 24 48 151137
ec a4 48 151153
ff 55 aa 151169
d7 b2 65 151185
4c 3b 77 151201
52 31 63 151217
1c 0b 17 151233
ab 99 32 151249
c5 43 86 151265
59 c8 91 151281
bc 6b d7 151297
2b 19 32 151313
47 3d 7a 151329
b0 90 20 151345
81 7f fe 151361
91 70 e1 151377
71 2f 5e 151393
08 07 0f 151409
b8 68 d0 151425
c5 43 86 151441
21 e0 c1 151457
89 87 0e 151473
13 f1 e2 151489
9f 75 ea 151505
75 d3 a6 151521
5c 34 68 151537
01 00 01 151553
17 f2 e5 151569
c9 b8 71 151585
b6 92 24 151601
d1 4f 9e 151617
1f f5 ea 151633
f1 50 a1 151649
cb b9 72 151665
f2 ae 5c 151681
fb 56 ad 151697
33 ee dd 151713
e9 a7 4e 151729
af 65 ca 151745
e3 a1 42 151761
29 18 31 151777
86 82 04 151793
8f 85 0a 151809
01 ff fe 151825
67 dd ba 151841
d2 4e 9c 151857
68 d8 b0 151873
0b 06 0d 151889
8a 86 0c 151905
3d 14 29 151921
e7 a2 45 151937
4b 39 72 151953
73 d1 a2 151969
16 0d 1b 151985
7f d5 aa 152001
82 7e fc 152017
a8 67 cf 152033
cd 44 89 152049
dd 4b 96 152065
1c f4 e8 152081
17 0d 1a 152097
1e 0a 14 152113
f1 50 a1 152129
27 1d 3a 152145
bd 6b d6 152161
c5 43 86 152177
45 3c 79 152193
8a 86 0c 152209
6b 26 4d 152225
e9 a7 4e 152241
99 77 ee 152257
27 1d 3a 152273
82 7e fc 152289
02 01 03 152305
3c 14 28 152321
d1 b0 61 152337
cf 45 8a 152353
95 73 e6 152369
30 10 20 152385
f2 51 a3 152401
14 f3 e7 152417
ac 9b 37 152433
fc ab 57 152449
5f 35 6a 152465
15 0c 19 152481
09 f8 f1 152497
c2 41 83 152513
7b 29 52 152529
8e 85 0b 152545
10 0f 1f 152561
45 c3 86 152577
a9 98 31 152593
13 f1 e2 152609
5d cb 96 152625
14 0c 18 152641
61 df be 152657
de b5 6b 152673
3b 16 2d 152689
eb 59 b2 152705
d1 b0 61 152721
5d cb 96 152737
5a 36 6c 152753
d6 b2 64 152769
8c 84 08 152785
5a c9 93 152801
6b d9 b2 152817
e9 58 b1 152833
72 d1 a3 152849
6e 25 4b 152865
23 e1 c2 152881
bb 96 2d 152897
27 e2 c5 152913
59 37 6e 152929
23 e1 c2 152945
2e 1a 34 152961
16 0d 1b 152977
39 e8 d1 152993
70 d0 a0 153009
db 49 92 153025
b1 6f de 153041
ff aa 55 153057
48 38 70 153073
34 ec d8 153089
ec 5b b7 153105
57 cd 9a 153121
63 21 42 153137
f8 57 af 153153
22 e1 c3 153169
ae 9a 34 153185
40 c0 80 153201
ea 59 b3 153217
53 31 62 153233
4c c4 88 153249
55 33 66 153265
b5 6c d9 153281
a6 62 c4 153297
7d 2b 56 153313
8d 84 09 153329
37 12 25 153345
39 e8 d1 153361
c0 bf 7f 153377
65 23 46 153393
21 1f 3e 153409
99 88 11 153425
5a c9 93 153441
30 ef df 153457
48 38 70 153473
e0 a0 40 153489
02 01 03 153505
21 1f 3e 153521
8b 79 f2 153537
f1 50 a1 153553
1d f4 e9 153569
a5 9c 39 153585
e2 5e bc 153601
a6 62 c4 153617
93 8e 1d 153633
a0 9f 3f 153649
2a e6 cc 153665
4a 39 73 153681
31 10 21 153697
06 fd fb 153713
17 0d 1a 153729
c8 47 8f 153745
1a f6 ec 153761
ef 5a b5 153777
d5 b3 66 153793
38 e8 d0 153809
33 ee dd 153825
10 0f 1f 153841
66 dd bb 153857
e5 5c b9 153873
4d 3b 76 153889
1e f5 eb 153905
9c 74 e8 153921
79 d7 ae 153937
b0 90 20 153953
cd 44 89 153969
bd 94 29 153985
48 38 70 154001
46 3d 7b 154017
fd ab 56 154033
77 d2 a5 154049
93 71 e2 154065
4b 39 72 154081
72 d1 a3 154097
25 1c 39 154113
52 ce 9c 154129
e4 5c b8 154145
cd 44 89 154161
d5 4c 99 154177
25 1c 39 154193
ec a4 48 154209
1e f5 eb 154225
16 0d 1b 154241
b2 91 23 154257
8a 79 f3 154273
74 d3 a7 154289
4a c6 8c 154305
5e 35 6b 154321
ac 9b 37 154337
0f fa f5 154353
12 f1 e3 154369
ec 5b b7 154385
05 fc f9 154401
00 ff ff 154417
ae 9a 34 154433
ba 69 d3 154449
77 2d 5a 154465
75 2c 59 154481
20 1f 3f 154497
24 1c 38 154513
33 11 22 154529
58 c8 90 154545
35 13 26 154561
4d c4 89 154577
1b 09 12 154593
0f fa f5 154609
47 3d 7a 154625
13 0e 1d 154641
16 0d 1b 154657
fa a9 53 154673
18 f7 ef 154689
ec 5b b7 154705
fa 56 ac 154721
0b 06 0d 154737
76 2d 5b 154753
a2 9e 3c 154769
b1 6f de 154785
92 71 e3 154801
d0 b0 60 154817
5e 35 6b 154833
03 01 02 154849
58 c8 90 154865
72 2e 5c 154881
b0 6f df 154897
d2 b1 63 154913
be 6a d4 154929
bd 94 29 154945
9c 8b 17 154961
35 13 26 154977
29 18 31 154993
58 c8 90 155009
59 c8 91 155025
ef 5a b5 155041
fa a9 53 155057
19 f7 ee 155073
db 49 92 155089
67 dd ba 155105
c0 bf 7f 155121
76 d2 a4 155137
f4 53 a7 155153
2c 1b 37 155169
00 ff ff 155185
fd 54 a9 155201
ae 65 cb 155217
9c 74 e8 155233
51 30 61 155249
3e ea d4 155265
1b 09 12 155281
56 cd 9b 155297
77 2d 5a 155313
f3 ae 5d 155329
4a 39 73 155345
48 38 70 155361
5b c9 92 155377
dd b4 69 155393
49 38 71 155409
08 07 0f 155425
02 01 03 155441
a4 63 c7 155457
33 11 22 155473
07 fd fa 155489
01 ff fe 155505
51 30 61 155521
79 28 51 155537
61 20 41 155553
c5 43 86 155569
74 2c 58 155585
84 7c f8 155601
3c eb d7 155617
a3 61 c2 155633
c8 47 8f 155649
48 38 70 155665
0c 04 08 155681
e3 a1 42 155697
4b c6 8d 155713
60 20 40 155729
10 f0 e0 155745
62 21 43 155761
a7 9d 3a 155777
3c 14 28 155793
31 ef de 155809
e2 5e bc 155825
02 fe fc 155841
8b 86 0d 155857
2d e4 c9 155873
57 cd 9a 155889
e9 a7 4e 155905
d5 4c 99 155921
4e c5 8b 155937
cb 46 8d 155953
c1 40 81 155969
45 3c 79 155985
82 81 03 156001
b3 91 22 156017
97 72 e5 156033
df 4a 95 156049
d6 4d 9b 156065
af 65 ca 156081
61 20 41 156097
b4 93 27 156113
a9 98 31 156129
0f fa f5 156145
fe aa 54 156161
82 7e fc 156177
22 e1 c3 156193
1b f6 ed 156209
10 0f 1f 156225
64 dc b8 156241
c3 41 82 156257
d8 48 90 156273
7c 2b 57 156289
1c 0b 17 156305
43 c1 82 156321
be 95 2b 156337
0e fa f4 156353
b6 6d db 156369
1e 0a 14 156385
8a 79 f3 156401
f6 ad 5b 156417
d3 4e 9d 156433
07 fd fa 156449
59 37 6e 156465
ad 9b 36 156481
35 13 26 156497
2f 1a 35 156513
06 fd fb 156529
cc bb 77 156545
3c eb d7 156561
9d 74 e9 156577
33 ee dd 156593
46 3d 7b 156609
1d f4 e9 156625
fd ab 56 156641
e2 a1 43 156657
ad 64 c9 156673
2e e5 cb 156689
b7 92 25 156705
fc 54 a8 156721
be 95 2b 156737
fa a9 53 156753
61 df be 156769
a3 9e 3d 156785
cb b9 72 156801
e2 5e bc 156817
0f 05 0a 156833
62 21 43 156849
70 d0 a0 156865
e5 a3 46 156881
0f 05 0a 156897
66 dd bb 156913
27 e2 c5 156929
38 17 2f 156945
39 17 2e 156961
f8 a8 50 156977
84 7c f8 156993
ae 9a 34 157009
6a d9 b3 157025
6a 26 4c 157041
55 cc 99 157057
3d 14 29 157073
f7 52 a5 157089
19 f7 ee 157105
b4 93 27 157121
41 3f 7e 157137
0c 04 08 157153
88 78 f0 157169
dd 4b 96 157185
33 11 22 157201
f0 af 5f 157217
c9 47 8e 157233
3d eb d6 157249
1b f6 ed 157265
c2 be 7c 157281
7d d4 a9 157297
b3 6e dd 157313
bb 96 2d 157329
07 fd fa 157345
a4 9c 38 157361
37 ed da 157377
ad 64 c9 157393
7c d4 a8 157409
bc 6b d7 157425
b8 68 d0 157441
9e 75 eb 157457
f3 ae 5d 157473
72 d1 a3 157489
14 f3 e7 157505
eb 59 b2 157521
c4 43 87 157537
11 0f 1e 157553
90 70 e0 157569
c7 bd 7a 157585
c3 41 82 157601
8f 7a f5 157617
6d db b6 157633
f6 ad 5b 157649
d8 b7 6f 157665
34 13 27 157681
7d d4 a9 157697
58 c8 90 157713
55 cc 99 157729
05 fc f9 157745
7c 2b 57 157761
51 30 61 157777
6a d9 b3 157793
95 73 e6 157809
e4 a3 47 157825
e7 5d ba 157841
23 e1 c2 157857
a5 63 c6 157873
a3 61 c2 157889
72 2e 5c 157905
24 1c 38 157921
0f fa f5 157937
50 30 60 157953
e7 5d ba 157969
7b d6 ad 157985
d5 4c 99 158001
c8 b8 70 158017
5d cb 96 158033
52 31 63 158049
97 72 e5 158065
0e 05 0b 158081
ba 96 2c 158097
76 2d 5b 158113
3a e9 d3 158129
54 cc 98 158145
22 e1 c3 158161
5e 35 6b 158177
d3 b1 62 158193
1b 09 12 158209
b0 90 20 158225
a9 98 31 158241
77 d2 a5 158257
67 dd ba 158273
45 3c 79 158289
13 0e 1d 158305
b5 93 26 158321
6d 24 49 158337
9a 89 13 158353
df 4a 95 158369
f2 ae 5c 158385
fc 54 a8 158401
84 7c f8 158417
4c 3b 77 158433
da b6 6c 158449
ac 9b 37 158465
aa 66 cc 158481
36 12 24 158497
02 fe fc 158513
6d 24 49 158529
ee 5a b4 158545
88 87 0f 158561
13 0e 1d 158577
d1 4f 9e 158593
da b6 6c 158609
a9 67 ce 158625
2b e6 cd 158641
77 2d 5a 158657
bb 96 2d 158673
bd 94 29 158689
08 f8 f0 158705
4f 3a 75 158721
c6 bd 7b 158737
35 ec d9 158753
98 77 ef 158769
3b e9 d2 158785
09 07 0e 158801
8e 85 0b 158817
b0 90 20 158833
b7 92 25 158849
45 3c 79 158865
cf ba 75 158881
45 c3 86 158897
c4 43 87 158913
e2 5e bc 158929
5b 36 6d 158945
e0 5f bf 158961
4d 3b 76 158977
8e 7a f4 158993
1a f6 ec 159009
38 e8 d0 159025
22 1e 3c 159041
6a 26 4c 159057
ed a4 49 159073
68 d8 b0 159089
43 3e 7d 159105
ec a4 48 159121
b7 6d da 159137
3c eb d7 159153
78 28 50 159169
b8 97 2f 159185
47 c2 85 159201
ba 69 d3 159217
ca b9 73 159233
0d fb f6 159249
de 4a 94 159265
bb 96 2d 159281
f4 53 a7 159297
77 d2 a5 159313
5e ca 94 159329
db 49 92 159345
c2 41 83 159361
6b 26 4d 159377
84 83 07 159393
e6 a2 44 159409
27 1d 3a 159425
51 30 61 159441
63 21 42 159457
ac 64 c8 159473
2d 1b 36 159489
81 80 01 159505
0c 04 08 159521
bd 6b d6 159537
db 49 92 159553
7a d6 ac 159569
91 70 e1 159585
70 2f 5f 159601
e3 a1 42 159617
47 c2 85 159633
70 2f 5f 159649
30 ef df 159665
93 8e 1d 159681
f3 51 a2 159697
c9 47 8e 159713
7c d4 a8 159729
c6 42 84 159745
da 49 93 159761
02 fe fc 159777
63 21 42 159793
fa a9 53 159809
9b 89 12 159825
f4 53 a7 159841
d0 4f 9f 159857
f3 ae 5d 159873
1d f4 e9 159889
a4 9c 38 159905
f6 52 a4 159921
1e 0a 14 159937
8a 86 0c 159953
9d 74 e9 159969
5f ca 95 159985
