# secret s0 s1 first_cycle_of_this_triple
86 f7 71 2
bf 0a b5 149361
dc a0 7c 149377
56 a6 f0 149393
47 75 32 149409
b4 84 30 149425
a7 ff 58 149441
63 69 0a 149457
ee 13 fd 149473
6b da b1 149489
f4 30 c4 149505
3d 13 2e 149521
8d ed 60 149537
2f e0 cf 149553
67 3e 59 149569
38 10 28 149585
6f 78 17 149601
fa 9a 60 149617
16 33 25 149633
28 a3 8b 149649
08 87 8f 149665
7b bc c7 149681
b1 97 26 149697
4c 35 79 149713
4b bf f4 149729
1c af b3 149745
5f 3c 63 149761
5a 34 6e 149777
6e 2d 43 149793
a9 bd 14 149809
c6 34 f2 149825
55 51 04 149841
d4 91 45 149857
03 d9 da 149873
86 05 83 149889
fc 9a 66 149905
5a d4 8e 149921
2a da f0 149937
b8 89 31 149953
0b a0 ab 149969
4b 09 42 149985
03 d0 d3 150001
b4 6e da 150017
f1 11 e0 150033
79 05 7c 150049
eb c1 2a 150065
be 45 fb 150081
71 3b 4a 150097
ff 3a c5 150113
2e af 81 150129
a9 8b 22 150145
06 3a 3c 150161
61 02 63 150177
49 d5 9c 150193
4d d1 9c 150209
4b e8 a3 150225
cb 83 48 150241
60 5e 3e 150257
ae 35 9b 150273
be 85 3b 150289
c6 14 d2 150305
da 8c 56 150321
91 a5 34 150337
1d a8 b5 150353
ec f2 1e 150369
03 92 91 150385
10 60 70 150401
04 a9 ad 150417
f0 58 a8 150433
af 10 bf 150449
18 fb e3 150465
92 e4 76 150481
68 9d f5 150497
ff 93 6c 150513
42 62 20 150529
05 35 30 150545
73 83 f0 150561
d6 9f 49 150577
d0 da 0a 150593
17 20 37 150609
96 f5 63 150625
11 ff ee 150641
e8 95 7d 150657
25 dc f9 150673
3d ee d3 150689
4c 4f 03 150705
d0 82 52 150721
d4 b7 63 150737
df d6 09 150753
6f 96 f9 150769
ee 2d c3 150785
90 2e be 150801
a0 ec 4c 150817
78 aa d2 150833
21 7e 5f 150849
bb ef 54 150865
34 01 35 150881
89 49 c0 150897
de ab 75 150913
85 d4 51 150929
7b fd 86 150945
46 19 5f 150961
b3 ea 59 150977
76 e8 9e 150993
45 0a 4f 151009
e9 ad 44 151025
d3 2b f8 151041
73 fc 8f 151057
03 d6 d5 151073
72 02 70 151089
7e d8 a6 151105
74 6c 18 151121
72 6c 1e 151137
87 d1 56 151153
bd c4 79 151169
67 63 04 151185
c6 37 f1 151201
56 f4 a2 151217
74 40 34 151233
7f 4a 35 151249
0a 77 7d 151265
9f 7f e0 151281
00 d8 d8 151297
49 90 d9 151313
5a 4e 14 151329
1d 9c 81 151345
23 a6 85 151361
6c 78 14 151377
a8 f4 5c 151393
3e 39 07 151409
4b b0 fb 151425
82 5f dd 151441
cc ca 06 151457
7c e0 9c 151473
71 ac dd 151489
fc 75 89 151505
75 17 62 151521
07 ac ab 151537
67 a7 c0 151553
45 03 46 151569
55 32 67 151585
1d 79 64 151601
3c e4 d8 151617
ca 8e 44 151633
84 de 5a 151649
80 11 91 151665
e3 45 a6 151681
19 ab b2 151697
1f 7f 60 151713
3c 58 64 151729
ff 93 6c 151745
82 b8 3a 151761
3c ec d0 151777
a3 74 d7 151793
53 8a d9 151809
c5 8e 4b 151825
bd e6 5b 151841
99 81 18 151857
72 d6 a4 151873
80 83 03 151889
3d 06 3b 151905
c6 bf 79 151921
e5 3b de 151937
bc a2 1e 151953
a9 b7 1e 151969
a3 7b d8 151985
ff be 41 152001
20 a1 81 152017
49 4d 04 152033
77 eb 9c 152049
46 7e 38 152065
48 ce 86 152081
a4 11 b5 152097
73 1e 6d 152113
d7 07 d0 152129
cd e3 2e 152145
cd b0 7d 152161
45 cc 89 152177
d6 df 09 152193
13 39 2a 152209
a8 4f e7 152225
07 ad aa 152241
6d 77 1a 152257
2e dd f3 152273
9a 7d e7 152289
ab 76 dd 152305
cb 36 fd 152321
06 b5 b3 152337
8f db 54 152353
30 4e 7e 152369
84 0e 8a 152385
43 28 6b 152401
bc 5e e2 152417
71 07 76 152433
8c 73 ff 152449
32 c8 fa 152465
c0 0b cb 152481
9c 5b c7 152497
6e 5e 30 152513
97 68 ff 152529
66 a4 c2 152545
95 1e 8b 152561
1d 8b 96 152577
c7 f6 31 152593
13 1b 08 152609
89 2e a7 152625
d7 4f 98 152641
38 f4 cc 152657
e9 3d d4 152673
92 b0 22 152689
22 89 ab 152705
93 4e dd 152721
9d 86 1b 152737
4a 4d 07 152753
06 e2 e4 152769
13 75 66 152785
03 99 9a 152801
89 52 db 152817
81 f6 77 152833
92 4a d8 152849
f2 39 cb 152865
c7 55 92 152881
d7 c6 11 152897
c6 a5 63 152913
b0 b6 06 152929
c0 e2 22 152945
ef 3c d3 152961
94 38 ac 152977
6c 40 2c 152993
5c d7 8b 153009
b7 f4 43 153025
ee fb 15 153041
1d 22 3f 153057
f5 89 7c 153073
68 a6 ce 153089
10 94 84 153105
6d cb a6 153121
e7 04 e3 153137
5e 19 47 153153
08 bb b3 153169
3e 69 57 153185
36 28 1e 153201
d8 f1 29 153217
ba c2 78 153233
28 73 5b 153249
1e 59 47 153265
80 7e fe 153281
4d b0 fd 153297
21 6b 4a 153313
71 b1 c0 153329
bd 6c d1 153345
02 40 42 153361
fa e1 1b 153377
d1 0f de 153393
e1 0a eb 153409
03 29 2a 153425
3a 33 09 153441
e9 6c 85 153457
51 a8 f9 153473
cb f8 33 153489
a8 09 a1 153505
37 9d aa 153521
16 09 1f 153537
f9 47 be 153553
2a 9d b7 153569
9c 91 0d 153585
f6 d9 2f 153601
64 85 e1 153617
7f e9 96 153633
b1 d8 69 153649
b1 43 f2 153665
79 91 e8 153681
4b d7 9c 153697
06 2e 28 153713
6f e9 86 153729
02 0a 08 153745
a4 9a 3e 153761
bb e0 5b 153777
a5 37 92 153793
ba 0b b1 153809
6f ff 90 153825
6f bd d2 153841
15 27 32 153857
4f 47 08 153873
b6 88 3e 153889
d1 87 56 153905
ac 98 34 153921
e2 a7 45 153937
82 d5 57 153953
ed 9b 76 153969
41 0f 4e 153985
d6 b4 62 154001
8e f1 7f 154017
16 49 5f 154033
c5 66 a3 154049
2c 46 6a 154065
ac 54 f8 154081
1e 89 97 154097
e0 9e 7e 154113
21 72 53 154129
1b 32 29 154145
31 93 a2 154161
f4 1d e9 154177
d3 a2 71 154193
79 4f 36 154209
e3 84 67 154225
43 aa e9 154241
73 a3 d0 154257
38 0b 33 154273
12 ef fd 154289
0d 06 0b 154305
48 79 31 154321
6b 8f e4 154337
9a ff 65 154353
6a a6 cc 154369
a9 57 fe 154385
b0 1f af 154401
e4 89 6d 154417
54 5a 0e 154433
4c fd b1 154449
7a ec 96 154465
fa f8 02 154481
da 29 f3 154497
c7 f6 31 154513
67 33 54 154529
65 2e 4b 154545
be 34 8a 154561
14 d8 cc 154577
45 12 57 154593
3c e0 dc 154609
a1 67 c6 154625
ae 1a b4 154641
19 49 50 154657
ce b9 77 154673
48 62 2a 154689
cf 86 49 154705
94 0d 99 154721
11 58 49 154737
76 e0 96 154753
f0 92 62 154769
ea 23 c9 154785
44 a3 e7 154801
d9 6a b3 154817
2f 48 67 154833
47 84 c3 154849
35 c5 f0 154865
7f d4 ab 154881
86 68 ee 154897
f7 97 60 154913
81 ae 2f 154929
67 71 16 154945
96 c2 54 154961
2a 38 12 154977
e8 18 f0 154993
01 40 41 155009
e0 17 f7 155025
ce 06 c8 155041
84 b9 3d 155057
60 86 e6 155073
e1 bf 5e 155089
b2 cb 79 155105
9f 06 99 155121
66 89 ef 155137
13 36 25 155153
b5 9c 29 155169
47 5b 1c 155185
fd 21 dc 155201
40 39 79 155217
56 c1 97 155233
81 c8 49 155249
56 7e 28 155265
a6 8a 2c 155281
7d a6 db 155297
09 4d 44 155313
87 b9 3e 155329
49 a4 ed 155345
88 d9 51 155361
14 af bb 155377
2d a4 89 155393
3b da e1 155409
81 6f ee 155425
da a4 7e 155441
8e 71 ff 155457
5d 11 4c 155473
9f d1 4e 155489
39 ee d7 155505
12 e3 f1 155521
8c 41 cd 155537
ad 85 28 155553
e5 44 a1 155569
7e 86 f8 155585
fb b5 4e 155601
61 86 e7 155617
a3 bf 1c 155633
d9 16 cf 155649
60 d2 b2 155665
8b e1 6a 155681
e5 cc 29 155697
1b d5 ce 155713
aa 8f 25 155729
ca 3f f5 155745
da a2 78 155761
c7 8c 4b 155777
61 00 61 155793
55 5b 0e 155809
60 07 67 155825
2d 34 19 155841
3d 79 44 155857
8a 77 fd 155873
2f e0 cf 155889
25 b6 93 155905
d4 c8 1c 155921
0e 97 99 155937
fb 4e b5 155953
1a 2e 34 155969
1f ce d1 155985
43 27 64 156001
05 d5 d0 156017
df f0 2f 156033
b3 a8 1b 156049
da 08 d2 156065
26 6b 4d 156081
48 da 92 156097
4f a6 e9 156113
a1 76 d7 156129
2c 6f 43 156145
01 54 55 156161
2d ee c3 156177
8a 6f e5 156193
7f 34 4b 156209
64 f9 9d 156225
9e a2 3c 156241
15 d2 c7 156257
85 1a 9f 156273
59 d3 8a 156289
46 87 c1 156305
50 21 71 156321
69 6f 06 156337
57 5d 0a 156353
06 9e 98 156369
04 44 40 156385
9e 92 0c 156401
65 68 0d 156417
09 59 50 156433
2a 7c 56 156449
97 cd 5a 156465
06 e9 ef 156481
a2 85 27 156497
e6 1f f9 156513
6c a1 cd 156529
df 21 fe 156545
7f 1c 63 156561
1e cc d2 156577
d9 19 c0 156593
9a dd 47 156609
89 78 f1 156625
eb 00 eb 156641
08 90 98 156657
b2 e5 57 156673
fe f4 0a 156689
91 23 b2 156705
16 7d 6b 156721
e7 e3 04 156737
f1 ae 5f 156753
66 f7 91 156769
1b 1a 01 156785
0e 42 4c 156801
c4 12 d6 156817
9c 98 04 156833
93 60 f3 156849
be ba 04 156865
47 e5 a2 156881
22 3a 18 156897
84 51 d5 156913
dd cf 12 156929
89 de 57 156945
e4 b0 54 156961
73 db a8 156977
7a 82 f8 156993
a3 4c ef 157009
8d 34 b9 157025
bc 2d 91 157041
7f 1b 64 157057
aa 57 fd 157073
2c 63 4f 157089
ae 83 2d 157105
7e ca b4 157121
42 2b 69 157137
d9 a3 7a 157153
57 0a 5d 157169
a0 d4 74 157185
9a 4a d0 157201
15 07 12 157217
de d5 0b 157233
0e 0b 05 157249
a5 21 84 157265
10 12 02 157281
27 f7 d0 157297
dd 17 ca 157313
4d 29 64 157329
76 24 52 157345
0b 21 2a 157361
4e 8b c5 157377
be 62 dc 157393
ad c8 65 157409
3d ac 91 157425
61 c8 a9 157441
7b 39 42 157457
80 8b 0b 157473
ca 42 88 157489
e9 e8 01 157505
d7 ec 3b 157521
13 e4 f7 157537
e2 6f 8d 157553
9b 97 0c 157569
0d 7a 77 157585
b4 85 31 157601
b2 5d ef 157617
68 00 68 157633
bf 81 3e 157649
d3 35 e6 157665
76 97 e1 157681
73 52 21 157697
94 ae 3a 157713
bc 70 cc 157729
48 69 21 157745
57 da 8d 157761
87 3e b9 157777
a1 3e 9f 157793
7a ce b4 157809
86 6c ea 157825
7b c9 b2 157841
62 69 0b 157857
c5 6d a8 157873
fa 6b 91 157889
63 0b 68 157905
af 3f 90 157921
fc e2 1e 157937
86 90 16 157953
b3 16 a5 157969
dd 0d d0 157985
1b d8 c3 158001
fc 08 f4 158017
46 ab ed 158033
da 15 cf 158049
ea 7f 95 158065
17 8d 9a 158081
b8 e1 59 158097
4c 33 7f 158113
c1 b1 70 158129
44 bc f8 158145
40 42 02 158161
51 a7 f6 158177
1c bb a7 158193
5c 27 7b 158209
11 5f 4e 158225
0b 63 68 158241
31 5e 6f 158257
c2 d8 1a 158273
88 5a d2 158289
6d 2c 41 158305
2c ae 82 158321
1a e3 f9 158337
56 5c 0a 158353
d2 de 0c 158369
07 44 43 158385
f5 e4 11 158401
7b d4 af 158417
36 82 b4 158433
09 55 5c 158449
f5 74 81 158465
8e 86 08 158481
e2 43 a1 158497
37 5f 68 158513
78 b3 cb 158529
15 fc e9 158545
eb 7d 96 158561
05 a1 a4 158577
f2 32 c0 158593
7e 2c 52 158609
02 f5 f7 158625
35 32 07 158641
1e 57 49 158657
47 89 ce 158673
12 9a 88 158689
1f f4 eb 158705
83 97 14 158721
8a 78 f2 158737
f7 68 9f 158753
37 9a ad 158769
34 a8 9c 158785
82 3d bf 158801
2e cd e3 158817
0e d8 d6 158833
d8 b5 6d 158849
b7 6e d9 158865
c5 b6 73 158881
60 60 00 158897
bb 4f f4 158913
a5 5a ff 158929
da a5 7f 158945
08 86 8e 158961
25 a2 87 158977
96 90 06 158993
4f 26 69 159009
a9 60 c9 159025
8c 6f e3 159041
2f 07 28 159057
cb 82 49 159073
6b 5c 37 159089
a5 84 21 159105
87 6e e9 159121
14 b7 a3 159137
24 d6 f2 159153
00 fb fb 159169
6d 7c 11 159185
a7 a8 0f 159201
62 4e 2c 159217
83 c7 44 159233
0b 91 9a 159249
c4 71 b5 159265
5d 20 7d 159281
77 5c 2b 159297
a0 c7 67 159313
dc f4 28 159329
e4 7b 9f 159345
af 1c b3 159361
55 69 3c 159377
b3 ac 1f 159393
a9 a2 0b 159409
6a c3 a9 159425
0d 67 6a 159441
18 85 9d 159457
9a 0a 90 159473
b3 9a 29 159489
9b d6 4d 159505
67 91 f6 159521
38 5b 63 159537
74 0d 79 159553
01 1f 1e 159569
3d 57 6a 159585
5c 85 d9 159601
00 27 27 159617
86 ec 6a 159633
e5 20 c5 159649
e7 dd 3a 159665
de f2 2c 159681
b0 28 98 159697
66 6e 08 159713
e1 61 80 159729
b7 64 d3 159745
f4 36 c2 159761
ed e0 0d 159777
49 91 d8 159793
cb a8 63 159809
b8 f4 4c 159825
1c 32 2e 159841
db 6b b0 159857
0f d4 db 159873
b9 8d 34 159889
71 f8 89 159905
60 c8 a8 159921
46 a4 e2 159937
77 8e f9 159953
29 88 a1 159969
42 e0 a2 159985
